home,away,league,home_score,away_score,home_starting_1,home_starting_2,home_starting_3,home_starting_4,home_starting_5,home_starting_6,home_starting_7,home_starting_8,home_starting_9,home_starting_10,home_starting_11,home_bench_3,home_bench_4,home_bench_5,away_starting_1,away_starting_2,away_starting_3,away_starting_4,away_starting_6,away_starting_7,away_starting_8,away_starting_9,away_starting_10,away_starting_11,away_bench_3,away_bench_4,away_bench_5
Chelsea,Swansea City,2016/2017 English Premier League,3,1,Thibaut Courtois,David Luiz,Gary Cahill,Cesar Azpilicueta,Cesc Fabregas,N'Golo Kante,Marcos Alonso,Victor Moses,Diego Costa,Eden Hazard,Pedro,Michy Batshuayi,Ruben Loftus-Cheek,Kurt Zouma,Lukasz Fabianski,Alfie Mawson,Federico Fernandez,Martin Olsson,Jack Cork,Thomas Carroll,Leroy Fer,Fernando Llorente,Gylfi Sigurdsson,Wayne Routledge,Kristoffer Nordfeldt,Jordi Amat,Borja Baston
Crystal Palace,Middlesbrough,2016/2017 English Premier League,1,0,Wayne Hennessey,Mamadou Sakho,James Tomkins,Luka Milivojevic,Patrick van Aanholt,Joel Ward,Jason Puncheon,Yohan Cabaye,Wilfried Zaha,Andros Townsend,Christian Benteke,Fraizer Campbell,Sullay Kaikai,Jeff Schlupp,Victor Valdes,Bernardo Espinosa,Ben Gibson,Daniel Ayala,Fabio,Gaston Ramirez,Adam Forshaw,Marten de Roon,Cristhian Stuani,Alvaro Negredo,Adam Clayton,Dael Fry,Adlene Guedioura
Everton,Sunderland,2016/2017 English Premier League,2,0,Joel Robles,Ramiro Funes Mori,Ashley Williams,Leighton Baines,Seamus Coleman,Morgan Schneiderlin,Idrissa Gueye,Tom Davies,Romelu Lukaku,Ademola Lookman,Ross Barkley,Maarten Stekelenburg,Mason Holgate,Enner Valencia,Jordan Pickford,John O'Shea,Lamine Kone,Bryan Oviedo,Didier N'Dong,Darron Gibson,Sebastian Larsson,Fabio Borini,Adnan Januzaj,Jermain Defoe,Lynden Gooch,Donald Love,Javier Manquillo
Hull City,Burnley,2016/2017 English Premier League,1,1,Eldin Jakupovic,Harry Maguire,Andrea Ranocchia,Andy Robertson,Omar Elabdellaoui,Shaun Maloney,Tom Huddlestone,Alfred N'Diaye,Dieumerci Mbokani,Kamil Grosicki,Ahmed Elmohamady,Adama Diomande,Josh Tymon,Abel Hernandez,Tom Heaton,Ben Mee,Michael Keane,Stephen Ward,Joey Barton,Ashley Westwood,Robbie Brady,George Boyd,Andre Gray,Ashley Barnes,Daniel Agyei,Tendayi Darikwa,James Tarkowski
West Bromwich Albion,AFC Bournemouth,2016/2017 English Premier League,2,1,Ben Foster,Jonny Evans,Gareth McAuley,Jake Livermore,Allan Nyom,Craig Dawson,James Morrison,Darren Fletcher,Nacer Chadli,Chris Brunt,Salomon Rondon,Hal Robson-Kanu,Jonathan Leko,James McClean,Artur Boruc,Tyrone Mings,Steve Cook,Charlie Daniels,Jack Wilshere,Andrew Surman,Harry Arter,Joshua King,Marc Pugh,Ryan Fraser,Ryan Allsop,Brad Smith,Dan Gosling
Watford,West Ham United,2016/2017 English Premier League,1,1,Heurelho Gomes,Miguel Britos,Younes Kaboul,Jose Holebas,Daryl Janmaat,Valon Behrami,Tom Cleverley,Etienne Capoue,Troy Deeney,Mauro Zarate,M'Baye Niang,Sebastian Prodl,Giedrius Arlauskis,Craig Cathcart,Darren Randolph,Winston Reid,Jose Fonte,Aaron Cresswell,Robert Snodgrass,Pedro Obiang,Mark Noble,Michail Antonio,Manuel Lanzini,Sofiane Feghouli,Arthur Masuaku,Sam Byram,James Collins
Tottenham Hotspur,Stoke City,2016/2017 English Premier League,4,0,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Eric Dier,Mousa Dembele,Victor Wanyama,Ben Davies,Kyle Walker,Harry Kane,Dele Alli,Christian Eriksen,Kieran Trippier,Vincent Janssen,Kevin Wimmer,Lee Grant,Bruno Martins Indi,Ryan Shawcross,Erik Pieters,Joe Allen,Charlie Adam,Glenn Whelan,Peter Crouch,Marko Arnautovic,Ramadan Sobhi,Giannelli Imbula,Mame Biram Diouf,Ibrahim Afellay
Leicester City,Liverpool,2016/2017 English Premier League,3,1,Kasper Schmeichel,Robert Huth,Wes Morgan,Christian Fuchs,Danny Simpson,Wilfred Ndidi,Danny Drinkwater,Marc Albrighton,Riyad Mahrez,Jamie Vardy,Shinji Okazaki,Ron-Robert Zieler,Islam Slimani,Ben Chilwell,Simon Mignolet,Lucas Leiva,Joel Matip,James Milner,Emre Can,Georginio Wijnaldum,Adam Lallana,Roberto Firmino,Philippe Coutinho,Sadio Mane,Loris Karius,Trent Alexander-Arnold,Ben Woodburn
Manchester United,AFC Bournemouth,2016/2017 English Premier League,1,1,David de Gea,Marcos Rojo,Phil Jones,Luke Shaw,Antonio Valencia,Wayne Rooney,Paul Pogba,Michael Carrick,Zlatan Ibrahimovic,Anthony Martial,Juan Mata,Daley Blind,Ander Herrera,Marcus Rashford,Artur Boruc,Tyrone Mings,Steve Cook,Charlie Daniels,Joshua King,Harry Arter,Andrew Surman,Benik Afobe,Marc Pugh,Ryan Fraser,Jordon Ibe,Brad Smith,Baily Cargill
Leicester City,Hull City,2016/2017 English Premier League,3,1,Kasper Schmeichel,Robert Huth,Wes Morgan,Christian Fuchs,Danny Simpson,Shinji Okazaki,Wilfred Ndidi,Danny Drinkwater,Jamie Vardy,Marc Albrighton,Riyad Mahrez,Ron-Robert Zieler,Daniel Amartey,Ben Chilwell,Eldin Jakupovic,Harry Maguire,Andrea Ranocchia,Tom Huddlestone,Ahmed Elmohamady,Sam Clucas,Alfred N'Diaye,Kamil Grosicki,Lazar Markovic,Oumar Niasse,David Meyler,Omar Elabdellaoui,Josh Tymon
Stoke City,Middlesbrough,2016/2017 English Premier League,2,0,Lee Grant,Bruno Martins Indi,Ryan Shawcross,Erik Pieters,Glen Johnson,Joe Allen,Glenn Whelan,Geoff Cameron,Peter Crouch,Ramadan Sobhi,Marko Arnautovic,Phil Bardsley,Charlie Adam,Ibrahim Afellay,Victor Valdes,Ben Gibson,Daniel Ayala,George Friend,Marten de Roon,Adam Clayton,Grant Leadbitter,Rudy Gestede,Adama Traore,Gaston Ramirez,Alvaro Negredo,Adam Forshaw,Bernardo Espinosa
Swansea City,Burnley,2016/2017 English Premier League,3,2,Lukasz Fabianski,Alfie Mawson,Federico Fernandez,Martin Olsson,Kyle Naughton,Jack Cork,Thomas Carroll,Leroy Fer,Fernando Llorente,Gylfi Sigurdsson,Luciano Narsingh,Kristoffer Nordfeldt,Borja Baston,Angel Rangel,Paul Robinson,Ben Mee,Michael Keane,Stephen Ward,Jeff Hendrick,Joey Barton,Robbie Brady,George Boyd,Andre Gray,Sam Vokes,Nick Pope,Tendayi Darikwa,Ashley Westwood
Watford,Southampton,2016/2017 English Premier League,3,4,Heurelho Gomes,Miguel Britos,Sebastian Prodl,Jose Holebas,Younes Kaboul,Tom Cleverley,Valon Behrami,Etienne Capoue,M'Baye Niang,Troy Deeney,Stefano Okaka,Craig Cathcart,Giedrius Arlauskis,Carl Stewart,Fraser Forster,Maya Yoshida,Jack Stephens,Ryan Bertrand,Dusan Tadic,Oriol Romeu,Steven Davis,Manolo Gabbiadini,Nathan Redmond,James Ward-Prowse,Mouez Hassen,Sam McQueen,Jordy Clasie
West Bromwich Albion,Crystal Palace,2016/2017 English Premier League,0,2,Ben Foster,Jonny Evans,Gareth McAuley,Jake Livermore,Allan Nyom,Craig Dawson,James Morrison,Darren Fletcher,Nacer Chadli,Chris Brunt,Salomon Rondon,Marc Wilson,Claudio Yacob,Hal Robson-Kanu,Wayne Hennessey,Mamadou Sakho,James Tomkins,Patrick van Aanholt,Jason Puncheon,Luka Milivojevic,Yohan Cabaye,Christian Benteke,Andros Townsend,Wilfried Zaha,Fraizer Campbell,Bakary Sako,Jeff Schlupp
Liverpool,Arsenal,2016/2017 English Premier League,3,1,Simon Mignolet,Ragnar Klavan,Joel Matip,James Milner,Nathaniel Clyne,Emre Can,Adam Lallana,Georginio Wijnaldum,Roberto Firmino,Philippe Coutinho,Sadio Mane,Alberto Moreno,Ben Woodburn,Lucas Leiva,Petr Cech,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Alex Iwobi,Granit Xhaka,Francis Coquelin,Olivier Giroud,Danny Welbeck,Alex Oxlade-Chamberlain,David Ospina,Gabriel,Alexis Sanchez
Tottenham Hotspur,Everton,2016/2017 English Premier League,3,2,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Eric Dier,Mousa Dembele,Victor Wanyama,Ben Davies,Kyle Walker,Harry Kane,Dele Alli,Christian Eriksen,Son Heung-Min,Kevin Wimmer,Harry Winks,Joel Robles,Ramiro Funes Mori,Ashley Williams,Leighton Baines,Morgan Schneiderlin,Gareth Barry,Idrissa Gueye,Romelu Lukaku,Ross Barkley,Tom Davies,Mason Holgate,Ademola Lookman,James McCarthy
Sunderland,Manchester City,2016/2017 English Premier League,0,2,Jordan Pickford,Lamine Kone,John O'Shea,Bryan Oviedo,Billy Jones,Sebastian Larsson,Didier N'Dong,Darron Gibson,Fabio Borini,Adnan Januzaj,Jermain Defoe,Javier Manquillo,George Honeyman,Donald Love,Wilfredo Caballero,Aleksandar Kolarov,John Stones,Gael Clichy,Yaya Toure,David Silva,Fernandinho,Sergio Aguero,Leroy Sane,Raheem Sterling,Nicolas Otamendi,Fernando,Kevin De Bruyne
West Ham United,Chelsea,2016/2017 English Premier League,1,2,Darren Randolph,Winston Reid,Jose Fonte,Aaron Cresswell,Cheikhou Kouyate,Pedro Obiang,Manuel Lanzini,Mark Noble,Andy Carroll,Robert Snodgrass,Sofiane Feghouli,Arthur Masuaku,James Collins,Sam Byram,Thibaut Courtois,David Luiz,Gary Cahill,Cesar Azpilicueta,Cesc Fabregas,Marcos Alonso,Victor Moses,Diego Costa,Eden Hazard,Pedro,Michy Batshuayi,Ruben Loftus-Cheek,Kurt Zouma
Manchester City,Stoke City,2016/2017 English Premier League,0,0,Wilfredo Caballero,Aleksandar Kolarov,Nicolas Otamendi,Fernandinho,Gael Clichy,Bacary Sagna,Kevin De Bruyne,Yaya Toure,Leroy Sane,Jesus Navas,Sergio Aguero,Fabian Delph,Nolito,John Stones,Lee Grant,Bruno Martins Indi,Ryan Shawcross,Erik Pieters,Joe Allen,Geoff Cameron,Ramadan Sobhi,Mame Biram Diouf,Saido Berahino,Jonathan Walters,Charlie Adam,Marc Muniesa,Giannelli Imbula
AFC Bournemouth,West Ham United,2016/2017 English Premier League,3,2,Artur Boruc,Steve Cook,Simon Francis,Charlie Daniels,Adam Smith,Joshua King,Dan Gosling,Harry Arter,Benik Afobe,Marc Pugh,Ryan Fraser,Jordon Ibe,Brad Smith,Baily Cargill,Darren Randolph,Winston Reid,Jose Fonte,Aaron Cresswell,Pedro Obiang,Mark Noble,Manuel Lanzini,Sofiane Feghouli,Andy Carroll,Michail Antonio,Edimilson Fernandes,James Collins,Sam Byram
Everton,West Bromwich Albion,2016/2017 English Premier League,3,0,Joel Robles,Ashley Williams,Phil Jagielka,Leighton Baines,Seamus Coleman,Tom Davies,Gareth Barry,Morgan Schneiderlin,Romelu Lukaku,Kevin Mirallas,Ross Barkley,Mason Holgate,Ademola Lookman,Ramiro Funes Mori,Ben Foster,Jonny Evans,Gareth McAuley,Allan Nyom,Claudio Yacob,Darren Fletcher,Jake Livermore,Hal Robson-Kanu,James McClean,Nacer Chadli,Marc Wilson,Sam Field,James Morrison
Hull City,Swansea City,2016/2017 English Premier League,2,1,Eldin Jakupovic,Harry Maguire,Andrea Ranocchia,Tom Huddlestone,Andy Robertson,Omar Elabdellaoui,Sam Clucas,Alfred N'Diaye,Kamil Grosicki,Lazar Markovic,Abel Hernandez,Curtis Davies,Adama Diomande,Oumar Niasse,Lukasz Fabianski,Alfie Mawson,Federico Fernandez,Martin Olsson,Jack Cork,Thomas Carroll,Leroy Fer,Fernando Llorente,Gylfi Sigurdsson,Wayne Routledge,Borja Baston,Stephen Kingsley,Jordi Amat
Liverpool,Burnley,2016/2017 English Premier League,2,1,Simon Mignolet,Ragnar Klavan,Joel Matip,James Milner,Nathaniel Clyne,Emre Can,Adam Lallana,Georginio Wijnaldum,Divock Origi,Philippe Coutinho,Sadio Mane,Alberto Moreno,Harry Wilson,Trent Alexander-Arnold,Tom Heaton,Ben Mee,Michael Keane,Stephen Ward,Jeff Hendrick,Joey Barton,Scott Arfield,George Boyd,Andre Gray,Ashley Barnes,James Tarkowski,Tendayi Darikwa,Daniel Agyei
West Bromwich Albion,Arsenal,2016/2017 English Premier League,3,1,Ben Foster,Jonny Evans,Gareth McAuley,Allan Nyom,Craig Dawson,Chris Brunt,Darren Fletcher,Jake Livermore,James McClean,Nacer Chadli,Salomon Rondon,Marc Wilson,Jonathan Leko,Claudio Yacob,Petr Cech,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Aaron Ramsey,Alex Oxlade-Chamberlain,Granit Xhaka,Danny Welbeck,Alexis Sanchez,Theo Walcott,Mohamed Elneny,Gabriel,David Ospina
Crystal Palace,Watford,2016/2017 English Premier League,1,0,Wayne Hennessey,Mamadou Sakho,James Tomkins,Jeff Schlupp,Joel Ward,Jason Puncheon,Luka Milivojevic,Yohan Cabaye,Christian Benteke,Wilfried Zaha,Andros Townsend,Lee Chung-Yong,Martin Kelly,Scott Dann,Heurelho Gomes,Younes Kaboul,Sebastian Prodl,Miguel Britos,Etienne Capoue,Tom Cleverley,Valon Behrami,M'Baye Niang,Daryl Janmaat,Troy Deeney,Jose Holebas,Costel Pantilimon,Isaac Success
Everton,Hull City,2016/2017 English Premier League,4,0,Joel Robles,Ashley Williams,Phil Jagielka,Leighton Baines,Seamus Coleman,Tom Davies,Morgan Schneiderlin,Idrissa Gueye,Romelu Lukaku,Dominic Calvert-Lewin,Ross Barkley,Mason Holgate,Ademola Lookman,Enner Valencia,Eldin Jakupovic,Harry Maguire,Curtis Davies,Andrea Ranocchia,Omar Elabdellaoui,Alfred N'Diaye,Tom Huddlestone,Sam Clucas,Lazar Markovic,Abel Hernandez,David Meyler,Josh Tymon,Kamil Grosicki
Stoke City,Chelsea,2016/2017 English Premier League,1,2,Lee Grant,Bruno Martins Indi,Ryan Shawcross,Erik Pieters,Phil Bardsley,Joe Allen,Geoff Cameron,Ramadan Sobhi,Marko Arnautovic,Saido Berahino,Jonathan Walters,Ibrahim Afellay,Charlie Adam,Marc Muniesa,Thibaut Courtois,David Luiz,Gary Cahill,Cesar Azpilicueta,N'Golo Kante,Marcos Alonso,Victor Moses,Diego Costa,Pedro,Willian,Michy Batshuayi,Nathan Ake,Ruben Loftus-Cheek
Sunderland,Burnley,2016/2017 English Premier League,0,0,Jordan Pickford,John O'Shea,Jason Denayer,Bryan Oviedo,Billy Jones,Jack Rodwell,Sebastian Larsson,Darron Gibson,Jermain Defoe,Fabio Borini,Adnan Januzaj,Papy Djilobodji,Javier Manquillo,George Honeyman,Tom Heaton,Ben Mee,Michael Keane,Stephen Ward,Jeff Hendrick,Joey Barton,Scott Arfield,George Boyd,Andre Gray,Ashley Barnes,Jon Flanagan,James Tarkowski,Steven Defour
West Ham United,Leicester City,2016/2017 English Premier League,2,3,Darren Randolph,Winston Reid,Jose Fonte,Aaron Cresswell,Sam Byram,Manuel Lanzini,Pedro Obiang,Cheikhou Kouyate,Andy Carroll,Michail Antonio,Andre Ayew,Adrian,James Collins,Robert Snodgrass,Kasper Schmeichel,Robert Huth,Yohan Benalouane,Christian Fuchs,Wilfred Ndidi,Danny Drinkwater,Marc Albrighton,Riyad Mahrez,Jamie Vardy,Shinji Okazaki,Daniel Amartey,Demarai Gray,Ben Chilwell
AFC Bournemouth,Swansea City,2016/2017 English Premier League,2,0,Artur Boruc,Steve Cook,Simon Francis,Charlie Daniels,Adam Smith,Dan Gosling,Andrew Surman,Marc Pugh,Ryan Fraser,Benik Afobe,Joshua King,Baily Cargill,Lewis Cook,Jordon Ibe,Lukasz Fabianski,Alfie Mawson,Federico Fernandez,Jack Cork,Leroy Fer,Thomas Carroll,Ki Sung-Yueng,Gylfi Sigurdsson,Jordan Ayew,Fernando Llorente,Jordi Amat,Connor Roberts,Wayne Routledge
Middlesbrough,Manchester United,2016/2017 English Premier League,1,3,Victor Valdes,Ben Gibson,Bernardo Espinosa,Fabio,Antonio Barragan,Adam Clayton,Grant Leadbitter,Marten de Roon,Alvaro Negredo,Gaston Ramirez,Stewart Downing,Adam Forshaw,Adlene Guedioura,Dael Fry,David de Gea,Phil Jones,Chris Smalling,Ashley Young,Juan Mata,Marouane Fellaini,Michael Carrick,Marcus Rashford,Jesse Lingard,Antonio Valencia,Luke Shaw,Timothy Fosu-Mensah,Marcos Rojo
Tottenham Hotspur,Southampton,2016/2017 English Premier League,2,1,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Eric Dier,Mousa Dembele,Victor Wanyama,Ben Davies,Kyle Walker,Son Heung-Min,Dele Alli,Christian Eriksen,Kevin Wimmer,Josh Onomah,Kieran Trippier,Fraser Forster,Maya Yoshida,Jack Stephens,Ryan Bertrand,Dusan Tadic,Oriol Romeu,Steven Davis,Manolo Gabbiadini,Nathan Redmond,James Ward-Prowse,Mouez Hassen,Sam McQueen,Sofiane Boufal
Manchester City,Liverpool,2016/2017 English Premier League,1,1,Wilfredo Caballero,Nicolas Otamendi,John Stones,Yaya Toure,Gael Clichy,Fernandinho,David Silva,Kevin De Bruyne,Leroy Sane,Raheem Sterling,Sergio Aguero,Aleksandar Kolarov,Nolito,Aleix Garcia,Simon Mignolet,Ragnar Klavan,Joel Matip,James Milner,Emre Can,Georginio Wijnaldum,Adam Lallana,Roberto Firmino,Philippe Coutinho,Sadio Mane,Alberto Moreno,Trent Alexander-Arnold,Ben Woodburn
Liverpool,Everton,2016/2017 English Premier League,3,1,Simon Mignolet,Dejan Lovren,Joel Matip,James Milner,Nathaniel Clyne,Lucas Leiva,Georginio Wijnaldum,Emre Can,Roberto Firmino,Philippe Coutinho,Sadio Mane,Marko Grujic,Ben Woodburn,Ragnar Klavan,Joel Robles,Ashley Williams,Phil Jagielka,Matthew Pennington,Tom Davies,Leighton Baines,Mason Holgate,Romelu Lukaku,Dominic Calvert-Lewin,Ross Barkley,Jonjoe Kenny,Ademola Lookman,Gareth Barry
Burnley,Tottenham Hotspur,2016/2017 English Premier League,0,2,Tom Heaton,Ben Mee,Michael Keane,Stephen Ward,Matthew Lowton,Joey Barton,Jeff Hendrick,Scott Arfield,George Boyd,Ashley Barnes,Andre Gray,Jon Flanagan,James Tarkowski,Steven Defour,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Eric Dier,Victor Wanyama,Ben Davies,Kieran Trippier,Vincent Janssen,Dele Alli,Christian Eriksen,Georges-Kevin Nkoudou,Cameron Carter-Vickers,Moussa Sissoko
Chelsea,Crystal Palace,2016/2017 English Premier League,1,2,Thibaut Courtois,David Luiz,Gary Cahill,Cesar Azpilicueta,Nemanja Matic,Cesc Fabregas,N'Golo Kante,Marcos Alonso,Pedro,Diego Costa,Eden Hazard,Nathaniel Chalobah,Kurt Zouma,Willian,Wayne Hennessey,Mamadou Sakho,James Tomkins,Jeff Schlupp,Jason Puncheon,Yohan Cabaye,Luka Milivojevic,Christian Benteke,Andros Townsend,Wilfried Zaha,Bakary Sako,Sullay Kaikai,Scott Dann
Hull City,West Ham United,2016/2017 English Premier League,2,1,Eldin Jakupovic,Andrea Ranocchia,Curtis Davies,Harry Maguire,Sam Clucas,Alfred N'Diaye,Lazar Markovic,Andy Robertson,Ahmed Elmohamady,Abel Hernandez,Oumar Niasse,David Meyler,Adama Diomande,Kamil Grosicki,Darren Randolph,James Collins,Jose Fonte,Aaron Cresswell,Andre Ayew,Manuel Lanzini,Cheikhou Kouyate,Andy Carroll,Robert Snodgrass,Sofiane Feghouli,Adrian,Ashley Fletcher,Arthur Masuaku
Leicester City,Stoke City,2016/2017 English Premier League,2,0,Kasper Schmeichel,Robert Huth,Yohan Benalouane,Christian Fuchs,Danny Simpson,Wilfred Ndidi,Danny Drinkwater,Demarai Gray,Riyad Mahrez,Jamie Vardy,Shinji Okazaki,Ron-Robert Zieler,Ahmed Musa,Ben Chilwell,Lee Grant,Bruno Martins Indi,Ryan Shawcross,Erik Pieters,Glenn Whelan,Joe Allen,Ramadan Sobhi,Marko Arnautovic,Saido Berahino,Jonathan Walters,Marc Muniesa,Giannelli Imbula,Charlie Adam
Manchester United,West Bromwich Albion,2016/2017 English Premier League,0,0,David de Gea,Marcos Rojo,Eric Bailly,Ashley Young,Antonio Valencia,Henrikh Mkhitaryan,Marouane Fellaini,Michael Carrick,Marcus Rashford,Anthony Martial,Jesse Lingard,Daley Blind,Axel Tuanzebe,Timothy Fosu-Mensah,Ben Foster,Jonny Evans,Gareth McAuley,Allan Nyom,Chris Brunt,Darren Fletcher,Jake Livermore,James McClean,Nacer Chadli,Hal Robson-Kanu,Sam Field,Rekeem Harper,James Morrison
Watford,Sunderland,2016/2017 English Premier League,1,0,Heurelho Gomes,Miguel Britos,Younes Kaboul,Jose Holebas,Craig Cathcart,Etienne Capoue,Tom Cleverley,Abdoulaye Doucoure,M'Baye Niang,Nordin Amrabat,Stefano Okaka,Sebastian Prodl,Costel Pantilimon,Daryl Janmaat,Jordan Pickford,John O'Shea,Lamine Kone,Bryan Oviedo,Jack Rodwell,Darron Gibson,Jason Denayer,Jermain Defoe,Adnan Januzaj,Fabio Borini,Vito Mannone,Papy Djilobodji,Javier Manquillo
Southampton,AFC Bournemouth,2016/2017 English Premier League,0,0,Fraser Forster,Maya Yoshida,Jack Stephens,Ryan Bertrand,Cedric Soares,Dusan Tadic,Oriol Romeu,Steven Davis,Jay Rodriguez,Nathan Redmond,James Ward-Prowse,Pierre-Emile H©ªjbjerg,Mouez Hassen,Sam McQueen,Artur Boruc,Steve Cook,Simon Francis,Charlie Daniels,Dan Gosling,Andrew Surman,Marc Pugh,Ryan Fraser,Joshua King,Benik Afobe,Jordon Ibe,Brad Smith,Baily Cargill
Swansea City,Middlesbrough,2016/2017 English Premier League,0,0,Lukasz Fabianski,Alfie Mawson,Federico Fernandez,Martin Olsson,Kyle Naughton,Jack Cork,Thomas Carroll,Leroy Fer,Jordan Ayew,Gylfi Sigurdsson,Luciano Narsingh,Jefferson Montero,Borja Baston,Stephen Kingsley,Victor Valdes,Ben Gibson,Bernardo Espinosa,Fabio,Stewart Downing,Marten de Roon,Adam Clayton,Alvaro Negredo,Gaston Ramirez,Adama Traore,Cristhian Stuani,Daniel Ayala,Adlene Guedioura
Arsenal,Manchester City,2016/2017 English Premier League,2,2,David Ospina,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Hector Bellerin,Mesut Ozil,Granit Xhaka,Francis Coquelin,Danny Welbeck,Alexis Sanchez,Theo Walcott,Mohamed Elneny,Ainsley Maitland-Niles,Gabriel,Wilfredo Caballero,Nicolas Otamendi,John Stones,Gael Clichy,David Silva,Kevin De Bruyne,Fernandinho,Sergio Aguero,Leroy Sane,Raheem Sterling,Fabian Delph,Aleksandar Kolarov,Nolito
Burnley,Stoke City,2016/2017 English Premier League,1,0,Tom Heaton,Ben Mee,Michael Keane,Stephen Ward,Matthew Lowton,Jeff Hendrick,Joey Barton,Steven Defour,George Boyd,Andre Gray,Sam Vokes,Daniel Agyei,Nick Pope,Robbie Brady,Lee Grant,Bruno Martins Indi,Marc Muniesa,Ryan Shawcross,Geoff Cameron,Erik Pieters,Mame Biram Diouf,Saido Berahino,Marko Arnautovic,Joe Allen,Glen Johnson,Giannelli Imbula,Ramadan Sobhi
Leicester City,Sunderland,2016/2017 English Premier League,2,0,Kasper Schmeichel,Robert Huth,Yohan Benalouane,Christian Fuchs,Danny Simpson,Danny Drinkwater,Wilfred Ndidi,Demarai Gray,Riyad Mahrez,Shinji Okazaki,Jamie Vardy,Daniel Amartey,Ben Chilwell,Andy King,Jordan Pickford,Jason Denayer,Lamine Kone,Lee Cattermole,Billy Jones,Jack Rodwell,Sebastian Larsson,Didier N'Dong,Fabio Borini,Jermain Defoe,Javier Manquillo,Adnan Januzaj,Victor Anichebe
Watford,West Bromwich Albion,2016/2017 English Premier League,2,0,Heurelho Gomes,Miguel Britos,Sebastian Prodl,Jose Holebas,Craig Cathcart,Tom Cleverley,Etienne Capoue,Abdoulaye Doucoure,M'Baye Niang,Nordin Amrabat,Troy Deeney,Costel Pantilimon,Dion Pereira,Daryl Janmaat,Ben Foster,Jonny Evans,Gareth McAuley,Allan Nyom,Jake Livermore,Chris Brunt,Darren Fletcher,Hal Robson-Kanu,James McClean,Nacer Chadli,Claudio Yacob,Sam Field,James Morrison
Manchester United,Everton,2016/2017 English Premier League,1,1,David de Gea,Marcos Rojo,Eric Bailly,Daley Blind,Ashley Young,Michael Carrick,Marouane Fellaini,Ander Herrera,Zlatan Ibrahimovic,Marcus Rashford,Jesse Lingard,Anthony Martial,Timothy Fosu-Mensah,Paul Pogba,Joel Robles,Ashley Williams,Phil Jagielka,Leighton Baines,Tom Davies,Gareth Barry,Idrissa Gueye,Romelu Lukaku,Kevin Mirallas,Ross Barkley,Enner Valencia,Jonjoe Kenny,Ademola Lookman
Arsenal,West Ham United,2016/2017 English Premier League,3,0,Emiliano Martinez,Gabriel,Shkodran Mustafi,Nacho Monreal,Hector Bellerin,Mesut Ozil,Granit Xhaka,Mohamed Elneny,Danny Welbeck,Alexis Sanchez,Theo Walcott,Alex Iwobi,Matt Macey,Aaron Ramsey,Darren Randolph,James Collins,Jose Fonte,Cheikhou Kouyate,Sam Byram,Manuel Lanzini,Mark Noble,Michail Antonio,Andre Ayew,Andy Carroll,Adrian,Jonathan Calleri,Edimilson Fernandes
Hull City,Middlesbrough,2016/2017 English Premier League,4,2,Eldin Jakupovic,Harry Maguire,Andrea Ranocchia,Andy Robertson,Ahmed Elmohamady,Sam Clucas,Alfred N'Diaye,Kamil Grosicki,Lazar Markovic,Abel Hernandez,Oumar Niasse,David Meyler,Adama Diomande,Michael Dawson,Victor Valdes,Ben Gibson,Daniel Ayala,James Husband,Marten de Roon,Adam Clayton,Stewart Downing,Adama Traore,Rudy Gestede,Alvaro Negredo,Bernardo Espinosa,Adam Forshaw,Adlene Guedioura
Southampton,Crystal Palace,2016/2017 English Premier League,3,1,Fraser Forster,Maya Yoshida,Jack Stephens,Sam McQueen,Cedric Soares,Dusan Tadic,Oriol Romeu,Steven Davis,Shane Long,Nathan Redmond,James Ward-Prowse,Jordy Clasie,Mouez Hassen,Jose Sams,Wayne Hennessey,Mamadou Sakho,Martin Kelly,Jeff Schlupp,Jason Puncheon,Luka Milivojevic,Yohan Cabaye,Christian Benteke,Wilfried Zaha,Andros Townsend,Ezekiel Fryers,Sullay Kaikai,Damien Delaney
