home,away,league,home_score,away_score,home_goalkeeper,away_goalkeeper,home_starting_2,home_starting_3,home_starting_4,home_starting_5,home_starting_6,home_starting_7,home_starting_8,home_starting_9,home_starting_10,home_starting_11,away_starting_2,away_starting_3,away_starting_4,away_starting_5,away_starting_6,away_starting_7,away_starting_8,away_starting_9,away_starting_10,away_starting_11
Norwich City,Manchester Utd,2015-2016 Barclays Premier League,0,1,John Ruddy,David de Gea,Sebastien Bassong,Russell Martin,Martin Olsson,Ivo Pinto,Jonathan Howson,Gary O'Neil,Robbie Brady,Nathan Redmond,Cameron Jerome,Wes Hoolahan,Marcos Rojo,Chris Smalling,Michael Carrick,Matteo Darmian,Antonio Valencia,Jesse Lingard,Ander Herrera,Memphis Depay,Juan Mata,Wayne Rooney
Sunderland,Chelsea,2015-2016 Barclays Premier League,3,2,Vito Mannone,Thibaut Courtois,Younes Kaboul,Lamine Kone,Jan Kirchhoff,Patrick van Aanholt,DeAndre Yedlin,Yann M'vila,Lee Cattermole,Wahbi Khazri,Fabio Borini,Jermain Defoe,John Terry,Gary Cahill,Cesar Azpilicueta,Branislav Ivanovic,Cesc Fabregas,Nemanja Matic,John Obi Mikel,Diego Costa,Eden Hazard,Willian
West Ham,Swansea City,2015-2016 Barclays Premier League,1,4,Darren Randolph,Lukasz Fabianski,Angelo Ogbonna,Winston Reid,Aaron Cresswell,Michail Antonio,Manuel Lanzini,Cheikhou Kouyate,Mark Noble,Andy Carroll,Dimitri Payet,Victor Moses,Jordi Amat,Federico Fernandez,Stephen Kingsley,Kyle Naughton,Jack Cork,Ki Sung-Yueng,Leroy Fer,Andre Ayew,Wayne Routledge,Modou Barrow
Liverpool,Watford,2015-2016 Barclays Premier League,2,0,Simon Mignolet,Heurelho Gomes,Lucas Leiva,Martin Skrtel,Alberto Moreno,Jon Flanagan,Jordon Ibe,Joe Allen,Kevin Stewart,Christian Benteke,Philippe Coutinho,Sheyi Ojo,Miguel Britos,Sebastian Prodl,Ikechi Anya,Craig Cathcart,Ben Watson,Mario Suarez,Jose Manuel Jurado,Almen Abdi,Troy Deeney,Odion Ighalo
Manchester City,Arsenal,2015-2016 Barclays Premier League,2,2,Joe Hart,Petr Cech,Eliaquim Mangala,Nicolas Otamendi,Gael Clichy,Bacary Sagna,Fernando,Fernandinho,Kevin De Bruyne,Jesus Navas,Sergio Aguero,Kelechi Iheanacho,Laurent Koscielny,Gabriel,Nacho Monreal,Hector Bellerin,Alex Iwobi,Aaron Ramsey,Mohamed Elneny,Olivier Giroud,Danny Welbeck,Alexis Sanchez
Tottenham,Southampton,2015-2016 Barclays Premier League,1,2,Hugo Lloris,Fraser Forster,Jan Vertonghen,Toby Alderweireld,Danny Rose,Kyle Walker,Christian Eriksen,Ryan Mason,Eric Dier,Harry Kane,Erik Lamela,Son Heung-Min,Virgil van Dijk,Jose Fonte,Ryan Bertrand,Cuco Martina,Steven Davis,Jordy Clasie,Victor Wanyama,Shane Long,Dusan Tadic,Sadio Mane
West Ham,Manchester Utd,2015-2016 Barclays Premier League,3,2,Darren Randolph,David de Gea,Angelo Ogbonna,Winston Reid,Aaron Cresswell,Michail Antonio,Mark Noble,Cheikhou Kouyate,Dimitri Payet,Manuel Lanzini,Andy Carroll,Diafra Sakho,Daley Blind,Chris Smalling,Morgan Schneiderlin,Marcos Rojo,Antonio Valencia,Wayne Rooney,Ander Herrera,Anthony Martial,Juan Mata,Marcus Rashford
Norwich City,Watford,2015-2016 Barclays Premier League,4,2,John Ruddy,Heurelho Gomes,Russell Martin,Ryan Bennett,Martin Olsson,Ivo Pinto,Steven Naismith,Graham Dorrans,Gary O'Neil,Dieumerci Mbokani,Wes Hoolahan,Nathan Redmond,Miguel Britos,Craig Cathcart,Ikechi Anya,Allan Nyom,Ben Watson,Mario Suarez,Jose Manuel Jurado,Almen Abdi,Troy Deeney,Odion Ighalo
Liverpool,Chelsea,2015-2016 Barclays Premier League,1,1,Simon Mignolet,Asmir Begovic,Kolo Toure,Dejan Lovren,Alberto Moreno,Nathaniel Clyne,Emre Can,James Milner,Philippe Coutinho,Adam Lallana,Daniel Sturridge,Roberto Firmino,John Obi Mikel,Gary Cahill,Baba Rahman,Cesar Azpilicueta,Eden Hazard,Nemanja Matic,Cesc Fabregas,Bertrand Traore,Pedro,Willian
Sunderland,Everton,2015-2016 Barclays Premier League,3,0,Vito Mannone,Joel Robles,Younes Kaboul,Lamine Kone,Jan Kirchhoff,Patrick van Aanholt,DeAndre Yedlin,Yann M'vila,Lee Cattermole,Wahbi Khazri,Fabio Borini,Jermain Defoe,Ramiro Funes Mori,John Stones,Leighton Baines,Matthew Pennington,Ross Barkley,James McCarthy,Gareth Barry,Romelu Lukaku,Kevin Mirallas,Tom Cleverley
Arsenal,Aston Villa,2015-2016 Barclays Premier League,4,0,Petr Cech,Mark Bunn,Laurent Koscielny,Gabriel,Nacho Monreal,Hector Bellerin,Mesut Ozil,Francis Coquelin,Santi Cazorla,Olivier Giroud,Alexis Sanchez,Jack Wilshere,Joleon Lescott,Kevin Toner,Leandro Bacuna,Aly Cissokho,Jordan Lyden,Carlos Sanchez,Idrissa Gueye,Ashley Westwood,Jordan Ayew,Scott Sinclair
Chelsea,Leicester City,2015-2016 Barclays Premier League,1,1,Thibaut Courtois,Kasper Schmeichel,Branislav Ivanovic,Gary Cahill,Baba Rahman,Cesar Azpilicueta,Eden Hazard,Nemanja Matic,Cesc Fabregas,Bertrand Traore,Pedro,Willian,Wes Morgan,Marcin Wasilewski,Christian Fuchs,Danny Simpson,Andy King,Danny Drinkwater,N'Golo Kante,Jamie Vardy,Demarai Gray,Riyad Mahrez
Everton,Norwich City,2015-2016 Barclays Premier League,3,0,Tim Howard,John Ruddy,Phil Jagielka,John Stones,Leighton Baines,Matthew Pennington,Tom Davies,Gareth Barry,James McCarthy,Romelu Lukaku,Kevin Mirallas,Kieran Dowell,Ryan Bennett,Russell Martin,Martin Olsson,Ivo Pinto,Gary O'Neil,Graham Dorrans,Matthew Jarvis,Nathan Redmond,Cameron Jerome,Steven Naismith
Newcastle Utd,Tottenham,2015-2016 Barclays Premier League,5,1,Karl Darlow,Hugo Lloris,Chancel Mbemba,Steven Taylor,Paul Dummett,Daryl Janmaat,Moussa Sissoko,Jack Colback,Cheick Tiote,Aleksandar Mitrovic,Georginio Wijnaldum,Andros Townsend,Jan Vertonghen,Toby Alderweireld,Ben Davies,Kyle Walker,Christian Eriksen,Ryan Mason,Eric Dier,Harry Kane,Son Heung-Min,Erik Lamela
Southampton,Crystal Palace,2015-2016 Barclays Premier League,4,1,Fraser Forster,Julian Speroni,Virgil van Dijk,Jose Fonte,Ryan Bertrand,Cuco Martina,Steven Davis,Victor Wanyama,Oriol Romeu,Shane Long,Dusan Tadic,Sadio Mane,Damien Delaney,Adrian Mariappa,Pape Souare,Joel Ward,Mile Jedinak,James McArthur,Jordon Mutch,Jason Puncheon,Emmanuel Adebayor,Dwight Gayle
Stoke City,West Ham,2015-2016 Barclays Premier League,2,1,Shay Given,Darren Randolph,Philipp Wollscheid,Ryan Shawcross,Erik Pieters,Geoff Cameron,Bojan Krkic,Giannelli Imbula,Glenn Whelan,Joselu,Marko Arnautovic,Jonathan Walters,Angelo Ogbonna,Winston Reid,Cheikhou Kouyate,Aaron Cresswell,James Tomkins,Mark Noble,Manuel Lanzini,Diafra Sakho,Michail Antonio,Andy Carroll
Swansea City,Manchester City,2015-2016 Barclays Premier League,1,1,Kristoffer Nordfeldt,Joe Hart,Jordi Amat,Federico Fernandez,Stephen Kingsley,Angel Rangel,Leon Britton,Leroy Fer,Jack Cork,Andre Ayew,Jefferson Montero,Wayne Routledge,Eliaquim Mangala,Nicolas Otamendi,Gael Clichy,Bacary Sagna,Fernando,Fernandinho,Kevin De Bruyne,Jesus Navas,Sergio Aguero,Kelechi Iheanacho
Watford,Sunderland,2015-2016 Barclays Premier League,2,2,Heurelho Gomes,Jordan Pickford,Miguel Britos,Sebastian Prodl,Nathan Ake,Craig Cathcart,Ben Watson,Adlene Guedioura,Jose Manuel Jurado,Almen Abdi,Troy Deeney,Odion Ighalo,John O'Shea,Lamine Kone,Sebastian Larsson,Thomas Robson,DeAndre Yedlin,Jack Rodwell,Jeremain Lens,Rees Greenwood,Duncan Watmore,Dame N'Doye
West Brom,Liverpool,2015-2016 Barclays Premier League,1,1,Ben Foster,Adam Bogdan,Jonas Olsson,Gareth McAuley,Jonny Evans,Craig Dawson,Craig Gardner,Claudio Yacob,Darren Fletcher,Salomon Rondon,James McClean,Jonathan Leko,Lucas Leiva,Martin Skrtel,Brad Smith,Jon Flanagan,Kevin Stewart,Joe Allen,Cameron Brannagan,Christian Benteke,Sheyi Ojo,Jordon Ibe
Manchester Utd,Bournemouth,2015-2016 Barclays Premier League,3,1,David de Gea,Adam Federici,Daley Blind,Chris Smalling,Michael Carrick,Cameron Borthwick-Jackson,Antonio Valencia,Wayne Rooney,Juan Mata,Anthony Martial,Jesse Lingard,Marcus Rashford,Steve Cook,Tommy Elphick,Charlie Daniels,Simon Francis,Andrew Surman,Dan Gosling,Marc Pugh,Matt Ritchie,Joshua King,Callum Wilson
Hull City,Leicester City,2016/2017 English Premier League,2,1,Eldin Jakupovic,Kasper Schmeichel,Curtis Davies,Jake Livermore,Andy Robertson,Ahmed Elmohamady,Tom Huddlestone,Sam Clucas,David Meyler,Abel Hernandez,Adama Diomande,Robert Snodgrass,Wes Morgan,Luis Hernandez,Christian Fuchs,Danny Simpson,Danny Drinkwater,Andy King,Demarai Gray,Riyad Mahrez,Jamie Vardy,Ahmed Musa
Burnley,Swansea City,2016/2017 English Premier League,0,1,Tom Heaton,Lukasz Fabianski,Ben Mee,Michael Keane,Stephen Ward,Matthew Lowton,David Jones,Dean Marney,Scott Arfield,George Boyd,Sam Vokes,Andre Gray,Jordi Amat,Federico Fernandez,Stephen Kingsley,Kyle Naughton,Leon Britton,Leroy Fer,Jack Cork,Fernando Llorente,Wayne Routledge,Modou Barrow
Crystal Palace,West Brom,2016/2017 English Premier League,0,1,Wayne Hennessey,Ben Foster,Damien Delaney,Scott Dann,Pape Souare,Joel Ward,Lee Chung-Yong,Jason Puncheon,Mile Jedinak,Connor Wickham,Wilfried Zaha,Andros Townsend,Jonas Olsson,Gareth McAuley,Jonny Evans,Craig Dawson,Claudio Yacob,Darren Fletcher,Craig Gardner,Matt Phillips,Saido Berahino,Salomon Rondon
Everton,Tottenham,2016/2017 English Premier League,1,1,Maarten Stekelenburg,Hugo Lloris,Phil Jagielka,Ramiro Funes Mori,Mason Holgate,Gareth Barry,Idrissa Gueye,Leighton Baines,James McCarthy,Gerard Deulofeu,Kevin Mirallas,Ross Barkley,Jan Vertonghen,Toby Alderweireld,Danny Rose,Kyle Walker,Dele Alli,Victor Wanyama,Eric Dier,Harry Kane,Christian Eriksen,Erik Lamela
Middlesbrough,Stoke City,2016/2017 English Premier League,1,1,Victor Valdes,Shay Given,Ben Gibson,Antonio Barragan,George Friend,Emilio Nsue,Gaston Ramirez,Marten de Roon,Adam Clayton,Alvaro Negredo,Stewart Downing,Albert Adomah,Philipp Wollscheid,Ryan Shawcross,Erik Pieters,Phil Bardsley,Bojan Krkic,Glenn Whelan,Giannelli Imbula,Mame Biram Diouf,Marko Arnautovic,Xherdan Shaqiri
Southampton,Watford,2016/2017 English Premier League,1,1,Fraser Forster,Heurelho Gomes,Virgil van Dijk,Maya Yoshida,Oriol Romeu,Matt Targett,Cedric Soares,Dusan Tadic,James Ward-Prowse,Steven Davis,Nathan Redmond,Shane Long,Sebastian Prodl,Miguel Britos,Craig Cathcart,Etienne Capoue,Adlene Guedioura,Valon Behrami,Jose Holebas,Nordin Amrabat,Odion Ighalo,Troy Deeney
Manchester City,Sunderland,2016/2017 English Premier League,2,1,Wilfredo Caballero,Vito Mannone,Aleksandar Kolarov,John Stones,Gael Clichy,Bacary Sagna,Kevin De Bruyne,David Silva,Fernandinho,Sergio Aguero,Nolito,Raheem Sterling,Younes Kaboul,Lamine Kone,Patrick van Aanholt,Donald Love,Fabio Borini,John O'Shea,Jack Rodwell,Jermain Defoe,Lynden Gooch,Duncan Watmore
Bournemouth,Manchester Utd,2016/2017 English Premier League,1,3,Artur Boruc,David de Gea,Steve Cook,Simon Francis,Charlie Daniels,Adam Smith,Andrew Surman,Harry Arter,Lewis Cook,Callum Wilson,Joshua King,Jordon Ibe,Daley Blind,Eric Bailly,Luke Shaw,Antonio Valencia,Wayne Rooney,Ander Herrera,Marouane Fellaini,Zlatan Ibrahimovic,Anthony Martial,Juan Mata
Arsenal,Liverpool,2016/2017 English Premier League,3,4,Petr Cech,Simon Mignolet,Calum Chambers,Rob Holding,Nacho Monreal,Hector Bellerin,Aaron Ramsey,Mohamed Elneny,Francis Coquelin,Alexis Sanchez,Alex Iwobi,Theo Walcott,Ragnar Klavan,Dejan Lovren,Alberto Moreno,Nathaniel Clyne,Jordan Henderson,Georginio Wijnaldum,Adam Lallana,Roberto Firmino,Philippe Coutinho,Sadio Mane
Chelsea,West Ham,2016/2017 English Premier League,2,1,Thibaut Courtois,Adrian,John Terry,Gary Cahill,N'Golo Kante,Cesar Azpilicueta,Branislav Ivanovic,Nemanja Matic,Oscar,Eden Hazard,Willian,Diego Costa,Winston Reid,James Collins,Arthur Masuaku,Michail Antonio,Havard Nordtveit,Mark Noble,Cheikhou Kouyate,Andy Carroll,Enner Valencia,Andre Ayew
Manchester Utd,Southampton,2016/2017 English Premier League,2,0,David de Gea,Fraser Forster,Daley Blind,Eric Bailly,Luke Shaw,Antonio Valencia,Wayne Rooney,Paul Pogba,Marouane Fellaini,Zlatan Ibrahimovic,Anthony Martial,Juan Mata,Jose Fonte,Virgil van Dijk,Oriol Romeu,Matt Targett,Cedric Soares,Dusan Tadic,Steven Davis,Pierre-Emile H©ªjbjerg,Nathan Redmond,Shane Long
Stoke City,Manchester City,2016/2017 English Premier League,1,4,Shay Given,Wilfredo Caballero,Philipp Wollscheid,Ryan Shawcross,Erik Pieters,Phil Bardsley,Glenn Whelan,Giannelli Imbula,Joe Allen,Mame Biram Diouf,Marko Arnautovic,Bojan Krkic,John Stones,Nicolas Otamendi,Aleksandar Kolarov,Pablo Zabaleta,Fernandinho,David Silva,Kevin De Bruyne,Sergio Aguero,Raheem Sterling,Jesus Navas
Burnley,Liverpool,2016/2017 English Premier League,2,0,Tom Heaton,Simon Mignolet,Ben Mee,Michael Keane,Stephen Ward,Matthew Lowton,Steven Defour,Dean Marney,Scott Arfield,George Boyd,Sam Vokes,Andre Gray,Ragnar Klavan,Dejan Lovren,James Milner,Nathaniel Clyne,Jordan Henderson,Georginio Wijnaldum,Adam Lallana,Roberto Firmino,Philippe Coutinho,Daniel Sturridge
Swansea City,Hull City,2016/2017 English Premier League,0,2,Lukasz Fabianski,Eldin Jakupovic,Jordi Amat,Federico Fernandez,Stephen Kingsley,Kyle Naughton,Gylfi Sigurdsson,Leroy Fer,Jack Cork,Fernando Llorente,Wayne Routledge,Modou Barrow,Curtis Davies,Jake Livermore,Andy Robertson,Ahmed Elmohamady,Tom Huddlestone,Sam Clucas,David Meyler,Abel Hernandez,Adama Diomande,Robert Snodgrass
Tottenham,Crystal Palace,2016/2017 English Premier League,1,0,Michel Vorm,Wayne Hennessey,Jan Vertonghen,Toby Alderweireld,Danny Rose,Kyle Walker,Harry Kane,Victor Wanyama,Eric Dier,Vincent Janssen,Erik Lamela,Christian Eriksen,Damien Delaney,Scott Dann,Pape Souare,Joel Ward,Lee Chung-Yong,Jason Puncheon,Joe Ledley,Connor Wickham,Wilfried Zaha,Andros Townsend
Watford,Chelsea,2016/2017 English Premier League,1,2,Heurelho Gomes,Thibaut Courtois,Sebastian Prodl,Miguel Britos,Craig Cathcart,Valon Behrami,Etienne Capoue,Adlene Guedioura,Jose Holebas,Nordin Amrabat,Odion Ighalo,Troy Deeney,John Terry,Gary Cahill,N'Golo Kante,Cesar Azpilicueta,Branislav Ivanovic,Nemanja Matic,Oscar,Eden Hazard,Pedro,Diego Costa
West Brom,Everton,2016/2017 English Premier League,1,2,Ben Foster,Maarten Stekelenburg,Jonas Olsson,Gareth McAuley,Jonny Evans,Craig Dawson,Claudio Yacob,Darren Fletcher,Craig Gardner,Matt Phillips,Salomon Rondon,Saido Berahino,Phil Jagielka,Ramiro Funes Mori,Mason Holgate,Gareth Barry,Idrissa Gueye,Leighton Baines,James McCarthy,Gerard Deulofeu,Ross Barkley,Kevin Mirallas
Leicester City,Arsenal,2016/2017 English Premier League,0,0,Kasper Schmeichel,Petr Cech,Robert Huth,Wes Morgan,Christian Fuchs,Danny Simpson,Nampalys Mendy,Danny Drinkwater,Marc Albrighton,Riyad Mahrez,Jamie Vardy,Shinji Okazaki,Laurent Koscielny,Rob Holding,Nacho Monreal,Hector Bellerin,Santi Cazorla,Granit Xhaka,Francis Coquelin,Alexis Sanchez,Alex Oxlade-Chamberlain,Theo Walcott
Sunderland,Middlesbrough,2016/2017 English Premier League,1,2,Vito Mannone,Brad Guzan,Papy Djilobodji,John O'Shea,Patrick van Aanholt,Donald Love,Lynden Gooch,Paddy McNair,Jack Rodwell,Jermain Defoe,Duncan Watmore,Adnan Januzaj,Ben Gibson,Antonio Barragan,George Friend,Emilio Nsue,Gaston Ramirez,Adam Clayton,Adam Forshaw,Alvaro Negredo,Stewart Downing,Cristhian Stuani
West Ham,Bournemouth,2016/2017 English Premier League,1,0,Adrian,Artur Boruc,Winston Reid,James Collins,Arthur Masuaku,Sam Byram,Mark Noble,Havard Nordtveit,Cheikhou Kouyate,Enner Valencia,Michail Antonio,Gokhan Tore,Steve Cook,Simon Francis,Charlie Daniels,Adam Smith,Andrew Surman,Harry Arter,Ryan Fraser,Jordon Ibe,Callum Wilson,Joshua King
Tottenham,Liverpool,2016/2017 English Premier League,1,1,Michel Vorm,Simon Mignolet,Jan Vertonghen,Toby Alderweireld,Danny Rose,Kyle Walker,Dele Alli,Victor Wanyama,Eric Dier,Harry Kane,Christian Eriksen,Erik Lamela,Dejan Lovren,Joel Matip,James Milner,Nathaniel Clyne,Jordan Henderson,Georginio Wijnaldum,Adam Lallana,Roberto Firmino,Philippe Coutinho,Sadio Mane
Chelsea,Burnley,2016/2017 English Premier League,3,0,Thibaut Courtois,Tom Heaton,John Terry,Gary Cahill,N'Golo Kante,Cesar Azpilicueta,Branislav Ivanovic,Nemanja Matic,Oscar,Eden Hazard,Willian,Diego Costa,Ben Mee,Michael Keane,Stephen Ward,Matthew Lowton,Steven Defour,Dean Marney,Scott Arfield,George Boyd,Sam Vokes,Andre Gray
Crystal Palace,Bournemouth,2016/2017 English Premier League,1,1,Steve Mandanda,Artur Boruc,Damien Delaney,Scott Dann,Pape Souare,Joel Ward,James McArthur,Yohan Cabaye,Andros Townsend,Jason Puncheon,Christian Benteke,Connor Wickham,Steve Cook,Simon Francis,Charlie Daniels,Adam Smith,Harry Arter,Ryan Fraser,Andrew Surman,Callum Wilson,Joshua King,Jordon Ibe
Everton,Stoke City,2016/2017 English Premier League,1,0,Maarten Stekelenburg,Shay Given,Ashley Williams,Phil Jagielka,Leighton Baines,Mason Holgate,Ross Barkley,Gareth Barry,Idrissa Gueye,Romelu Lukaku,Kevin Mirallas,Yannick Bolasie,Geoff Cameron,Ryan Shawcross,Erik Pieters,Phil Bardsley,Giannelli Imbula,Glenn Whelan,Joe Allen,Peter Crouch,Marko Arnautovic,Mame Biram Diouf
Leicester City,Swansea City,2016/2017 English Premier League,2,1,Kasper Schmeichel,Lukasz Fabianski,Robert Huth,Wes Morgan,Christian Fuchs,Danny Simpson,Danny Drinkwater,Daniel Amartey,Marc Albrighton,Riyad Mahrez,Jamie Vardy,Shinji Okazaki,Jordi Amat,Federico Fernandez,Stephen Kingsley,Kyle Naughton,Gylfi Sigurdsson,Jack Cork,Leroy Fer,Fernando Llorente,Wayne Routledge,Modou Barrow
Southampton,Sunderland,2016/2017 English Premier League,1,1,Fraser Forster,Jordan Pickford,Virgil van Dijk,Jose Fonte,Oriol Romeu,Matt Targett,Cedric Soares,Dusan Tadic,Steven Davis,Pierre-Emile H©ªjbjerg,Charlie Austin,Nathan Redmond,Papy Djilobodji,Lamine Kone,Jack Rodwell,Patrick van Aanholt,Javier Manquillo,Adnan Januzaj,Steven Pienaar,Lynden Gooch,Jermain Defoe,Fabio Borini
Watford,Arsenal,2016/2017 English Premier League,1,3,Heurelho Gomes,Petr Cech,Sebastian Prodl,Christian Kabasele,Younes Kaboul,Etienne Capoue,Adlene Guedioura,Valon Behrami,Jose Holebas,Nordin Amrabat,Troy Deeney,Odion Ighalo,Laurent Koscielny,Rob Holding,Nacho Monreal,Hector Bellerin,Mesut Ozil,Granit Xhaka,Santi Cazorla,Alexis Sanchez,Alex Oxlade-Chamberlain,Theo Walcott
Hull City,Manchester Utd,2016/2017 English Premier League,0,1,Eldin Jakupovic,David de Gea,Curtis Davies,Jake Livermore,Andy Robertson,Ahmed Elmohamady,Sam Clucas,David Meyler,Tom Huddlestone,Abel Hernandez,Adama Diomande,Robert Snodgrass,Daley Blind,Eric Bailly,Luke Shaw,Antonio Valencia,Wayne Rooney,Paul Pogba,Marouane Fellaini,Zlatan Ibrahimovic,Anthony Martial,Juan Mata
West Brom,Middlesbrough,2016/2017 English Premier League,0,0,Ben Foster,Brad Guzan,Jonny Evans,Gareth McAuley,Brendan Galloway,Craig Dawson,Sam Field,Claudio Yacob,Darren Fletcher,Salomon Rondon,James McClean,Matt Phillips,Ben Gibson,Daniel Ayala,Antonio Barragan,Emilio Nsue,Gaston Ramirez,Adam Clayton,Adam Forshaw,Alvaro Negredo,Stewart Downing,Cristhian Stuani
Manchester City,West Ham,2016/2017 English Premier League,3,1,Wilfredo Caballero,Adrian,Nicolas Otamendi,John Stones,Gael Clichy,Pablo Zabaleta,Fernandinho,David Silva,Kevin De Bruyne,Sergio Aguero,Nolito,Raheem Sterling,Winston Reid,Angelo Ogbonna,James Collins,Cheikhou Kouyate,Gokhan Tore,Mark Noble,Arthur Masuaku,Michail Antonio,Enner Valencia,Ashley Fletcher
Manchester Utd,Manchester City,2016/2017 English Premier League,1,2,David de Gea,Claudio Bravo,Daley Blind,Eric Bailly,Luke Shaw,Antonio Valencia,Wayne Rooney,Paul Pogba,Marouane Fellaini,Zlatan Ibrahimovic,Jesse Lingard,Henrikh Mkhitaryan,Nicolas Otamendi,John Stones,Aleksandar Kolarov,Bacary Sagna,Fernandinho,David Silva,Kevin De Bruyne,Kelechi Iheanacho,Nolito,Raheem Sterling
Bournemouth,West Brom,2016/2017 English Premier League,1,0,Artur Boruc,Ben Foster,Steve Cook,Simon Francis,Charlie Daniels,Adam Smith,Andrew Surman,Harry Arter,Junior Stanislas,Jordon Ibe,Callum Wilson,Joshua King,Jonny Evans,Gareth McAuley,Brendan Galloway,Craig Dawson,Sam Field,Claudio Yacob,Darren Fletcher,Saido Berahino,Nacer Chadli,Matt Phillips
Arsenal,Southampton,2016/2017 English Premier League,2,1,Petr Cech,Fraser Forster,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Hector Bellerin,Mesut Ozil,Francis Coquelin,Santi Cazorla,Lucas Perez,Alex Oxlade-Chamberlain,Theo Walcott,Virgil van Dijk,Jose Fonte,Ryan Bertrand,Cedric Soares,Oriol Romeu,Steven Davis,Jordy Clasie,Jay Rodriguez,Nathan Redmond,Dusan Tadic
Burnley,Hull City,2016/2017 English Premier League,1,1,Tom Heaton,Eldin Jakupovic,Ben Mee,Michael Keane,Stephen Ward,Matthew Lowton,Dean Marney,Steven Defour,Johann Gudmundsson,George Boyd,Sam Vokes,Andre Gray,Curtis Davies,Jake Livermore,Sam Clucas,Andy Robertson,Ahmed Elmohamady,David Meyler,Tom Huddlestone,Adama Diomande,Robert Snodgrass,Abel Hernandez
Middlesbrough,Crystal Palace,2016/2017 English Premier League,1,2,Victor Valdes,Steve Mandanda,Ben Gibson,Daniel Ayala,George Friend,Antonio Barragan,Viktor Fischer,Adam Forshaw,Adam Clayton,Alvaro Negredo,Stewart Downing,Cristhian Stuani,Damien Delaney,Scott Dann,Martin Kelly,Joel Ward,Jason Puncheon,Joe Ledley,James McArthur,Christian Benteke,Andros Townsend,Wilfried Zaha
Stoke City,Tottenham,2016/2017 English Premier League,0,4,Shay Given,Hugo Lloris,Bruno Martins Indi,Ryan Shawcross,Erik Pieters,Geoff Cameron,Joe Allen,Giannelli Imbula,Glenn Whelan,Wilfried Bony,Marko Arnautovic,Jonathan Walters,Jan Vertonghen,Toby Alderweireld,Ben Davies,Kyle Walker,Dele Alli,Victor Wanyama,Eric Dier,Harry Kane,Son Heung-Min,Christian Eriksen
West Ham,Watford,2016/2017 English Premier League,2,4,Adrian,Heurelho Gomes,James Collins,Winston Reid,Arthur Masuaku,Sam Byram,Manuel Lanzini,Mark Noble,Cheikhou Kouyate,Simone Zaza,Dimitri Payet,Michail Antonio,Younes Kaboul,Miguel Britos,Craig Cathcart,Jose Holebas,Daryl Janmaat,Valon Behrami,Etienne Capoue,Roberto Pereyra,Odion Ighalo,Troy Deeney
Liverpool,Leicester City,2016/2017 English Premier League,4,1,Simon Mignolet,Kasper Schmeichel,Lucas Leiva,Joel Matip,James Milner,Nathaniel Clyne,Jordan Henderson,Georginio Wijnaldum,Adam Lallana,Daniel Sturridge,Roberto Firmino,Sadio Mane,Robert Huth,Wes Morgan,Christian Fuchs,Danny Simpson,Danny Drinkwater,Daniel Amartey,Marc Albrighton,Riyad Mahrez,Jamie Vardy,Shinji Okazaki
Swansea City,Chelsea,2016/2017 English Premier League,2,2,Lukasz Fabianski,Thibaut Courtois,Jordi Amat,Stephen Kingsley,Federico Fernandez,Ki Sung-Yueng,Leroy Fer,Jack Cork,Neil Taylor,Kyle Naughton,Fernando Llorente,Gylfi Sigurdsson,John Terry,Gary Cahill,N'Golo Kante,Cesar Azpilicueta,Branislav Ivanovic,Nemanja Matic,Oscar,Eden Hazard,Willian,Diego Costa
Sunderland,Everton,2016/2017 English Premier League,0,3,Jordan Pickford,Maarten Stekelenburg,Papy Djilobodji,Lamine Kone,Patrick van Aanholt,Javier Manquillo,Jan Kirchhoff,Jack Rodwell,Lynden Gooch,Duncan Watmore,Jermain Defoe,Adnan Januzaj,Ashley Williams,Phil Jagielka,Leighton Baines,Seamus Coleman,Ross Barkley,Gareth Barry,Idrissa Gueye,Romelu Lukaku,Kevin Mirallas,Yannick Bolasie
Chelsea,Liverpool,2016/2017 English Premier League,1,2,Thibaut Courtois,Simon Mignolet,David Luiz,Gary Cahill,Cesar Azpilicueta,Branislav Ivanovic,Oscar,Nemanja Matic,N'Golo Kante,Diego Costa,Eden Hazard,Willian,Dejan Lovren,Joel Matip,James Milner,Nathaniel Clyne,Jordan Henderson,Georginio Wijnaldum,Adam Lallana,Daniel Sturridge,Philippe Coutinho,Sadio Mane
Hull City,Arsenal,2016/2017 English Premier League,1,4,Eldin Jakupovic,Petr Cech,Curtis Davies,Jake Livermore,Andy Robertson,Ahmed Elmohamady,Sam Clucas,David Meyler,Tom Huddlestone,Abel Hernandez,Adama Diomande,Robert Snodgrass,Laurent Koscielny,Shkodran Mustafi,Nacho Monreal,Hector Bellerin,Mesut Ozil,Santi Cazorla,Francis Coquelin,Alexis Sanchez,Alex Iwobi,Theo Walcott
Leicester City,Burnley,2016/2017 English Premier League,3,0,Ron-Robert Zieler,Tom Heaton,Robert Huth,Wes Morgan,Christian Fuchs,Danny Simpson,Danny Drinkwater,Daniel Amartey,Marc Albrighton,Riyad Mahrez,Islam Slimani,Jamie Vardy,Ben Mee,Michael Keane,Stephen Ward,Matthew Lowton,Jeff Hendrick,Steven Defour,Dean Marney,George Boyd,Scott Arfield,Andre Gray
